iter	Logloss
148	0.4203450577
149	0.4196793954
150	0.4193294167
151	0.4187335351
152	0.4180819954
153	0.4174478784
154	0.416607736
155	0.415785634
156	0.4149752599
157	0.4143381399
158	0.4138025552
159	0.4129169646
160	0.4120355497
161	0.4109483849
162	0.4105534015
163	0.4102134878
164	0.4095468451
165	0.4089074869
166	0.408363174
167	0.4077223987
168	0.4073306811
169	0.406679447
170	0.406483713
171	0.4060050588
172	0.4055714726
173	0.4051793015
174	0.4046360015
175	0.4039217482
176	0.4034198165
177	0.4026741157
178	0.4022556755
179	0.4020678329
180	0.401545821
181	0.4009769822
182	0.4003227425
183	0.3998823722
184	0.399502506
185	0.3990584435
186	0.3983756913
187	0.3977245648
188	0.3973119593
189	0.3966827286
190	0.3963409682
191	0.3960279198
192	0.395528997
193	0.3951015416
194	0.3946645058
195	0.3943746381
196	0.394006966
197	0.3933932578
198	0.392879215
199	0.3919868684
200	0.3918120286
201	0.3911229525
202	0.3906734218
203	0.3902613516
204	0.3897043125
205	0.3889079342
206	0.388145566
207	0.3875861848
208	0.3871307314
209	0.3868199168
210	0.3866594105
211	0.3860651327
212	0.3856467851
213	0.3851992148
214	0.3847397977
215	0.3841179848
216	0.3836430754
217	0.3832398612
218	0.3828973871
219	0.3825850481
220	0.3820402622
221	0.3811434466
222	0.3806044099
223	0.380321611
224	0.3797153461
225	0.3792467177
226	0.3786035828
227	0.3780846917
228	0.3775438743
229	0.377082841
230	0.3767631081
231	0.3761910528
232	0.3759124496
233	0.3756811201
234	0.3752441511
235	0.3746141865
236	0.374291664
237	0.3739421557
238	0.3735306602
239	0.3731561469
240	0.3727435717
241	0.3722362842
242	0.3717384076
243	0.3713736683
244	0.3710854792
245	0.3705111965
246	0.3700933317
247	0.3694817656
248	0.3690038527
249	0.3685115712
250	0.3680454355
251	0.3676407579
252	0.3668806232
253	0.3666290481
254	0.3661833993
255	0.36577341
256	0.3651909935
257	0.3647942798
258	0.3644835155
259	0.3638463813
260	0.3634075769
261	0.3629539343
262	0.3624861358
263	0.361886851
264	0.3615902748
265	0.3610983429
266	0.3609186185
267	0.3605721047
268	0.3601635222
269	0.3599174207
270	0.3594957612
271	0.3592481912
272	0.3588027482
273	0.3584025374
274	0.3580009484
275	0.3577476432
276	0.3574156085
277	0.3569478419
278	0.3566453276
279	0.3558938943
280	0.3551998704
281	0.355017807
282	0.3544621812
283	0.3538510199
284	0.3536645571
285	0.3532708983
286	0.3528415754
287	0.3523004391
288	0.3520772084
289	0.3516654901
290	0.351601607
291	0.35143853
292	0.3511796673
293	0.3508666931
294	0.3506589772
295	0.350379943
296	0.3503412433
297	0.3501082971
298	0.3497343706
299	0.3493935422
300	0.3491769944
301	0.3487415859
302	0.3483208944
303	0.3481717242
304	0.347859192
305	0.3474409777
306	0.346916209
307	0.346559039
308	0.3462987105
309	0.3459966733
310	0.3455857656
311	0.3449688522
312	0.3445883386
313	0.3440933595
314	0.3436955613
315	0.3433002624
316	0.3427718459
317	0.3423180836
318	0.3418400631
319	0.3415545845
320	0.3412448457
321	0.3406628346
322	0.3403161536
323	0.339895258
324	0.3398724354
325	0.3395290474
326	0.3390310736
327	0.338503967
328	0.3381674645
329	0.3378727062
330	0.337496086
331	0.3372505739
332	0.3369660365
333	0.336737981
334	0.3359131919
335	0.3356909033
336	0.3352084017
337	0.334878839
338	0.3345246036
339	0.334096914
340	0.3338815658
341	0.3335490875
342	0.3332285416
343	0.3328919726
344	0.3324372774
345	0.3321182138
346	0.3314698196
347	0.3312896594
348	0.3309900971
349	0.3307088474
350	0.3302303718
351	0.3297349988
352	0.3294837698
353	0.3292066191
354	0.3288487968
355	0.3285037918
356	0.328065305
357	0.3277813052
358	0.3274580438
359	0.3272697909
360	0.3270056176
361	0.3267163538
362	0.3263568941
363	0.325995751
364	0.3259561198
365	0.3257351491
366	0.3255902642
367	0.3251197337
368	0.3248503075
369	0.3245525785
370	0.3241262909
371	0.3239128615
372	0.3234168722
373	0.3231301361
374	0.3226436538
375	0.3222867293
376	0.3220204412
377	0.3217261379
378	0.3213196119
379	0.3209417805
380	0.3205346088
381	0.3202468324
382	0.3198678291
383	0.3196205229
384	0.3191357642
385	0.3187483719
386	0.318440395
387	0.3180347931
388	0.3175999425
389	0.3172729866
390	0.3169746868
391	0.3166640231
392	0.3164371428
393	0.3159282682
394	0.3155414367
395	0.315329471
396	0.3150827512
397	0.3147496057
398	0.3141299069
399	0.3137773149
400	0.3133579399
401	0.3129083021
402	0.3126947836
403	0.3126223239
404	0.312415866
405	0.312116329
406	0.3119328619
407	0.3117309358
408	0.3114138526
409	0.3111882138
410	0.3110073308
411	0.3106967418
412	0.310354041
413	0.3100567316
414	0.3097479238
415	0.3093072384
416	0.3089472052
417	0.3086849361
418	0.3082783552
419	0.3080408742
420	0.307871676
421	0.3077449029
422	0.3077356307
423	0.3076442417
424	0.3074682837
425	0.3071750354
426	0.3069226658
427	0.3064487686
428	0.3061180137
429	0.3058350776
430	0.3054337832
431	0.3053093277
432	0.3049492036
433	0.3047052067
434	0.3044556835
435	0.3043718414
436	0.3040970256
437	0.303808149
438	0.3032596919
439	0.3030619011
440	0.3026986026
441	0.3025535113
442	0.3021548426
443	0.3018718177
444	0.3015522581
445	0.3013370343
446	0.3010693729
447	0.3008688183
448	0.3005238104
449	0.300227716
450	0.2999720735
451	0.2998053663
452	0.2996262876
453	0.2991762405
454	0.2990013316
455	0.2987492698
456	0.2983744977
457	0.2981697993
458	0.2979679043
459	0.2976524206
460	0.2975407391
461	0.2972894872
462	0.2969061463
463	0.2966446758
464	0.2964681802
465	0.2961713958
466	0.2960186766
467	0.2958204533
468	0.2956644204
469	0.2953381917
470	0.2948732805
471	0.2945250996
472	0.2943305765
473	0.2939658142
474	0.2936533777
475	0.2933976456
476	0.292989503
477	0.2926741938
478	0.2924239483
479	0.292327393
480	0.2921583886
481	0.291820897
482	0.2914507541
483	0.2912299944
484	0.2909524416
485	0.2905774001
486	0.2903758852
487	0.2899564417
488	0.28972811
489	0.2893928524
490	0.2890781556
491	0.2888568056
492	0.2885950122
493	0.2881922985
494	0.2879316472
495	0.2876619109
496	0.2873355522
497	0.2869563779
498	0.2865282925
499	0.2862821771
500	0.2859683851
501	0.285627516
502	0.2854861866
503	0.2851302124
504	0.2847777504
505	0.2845659841
506	0.2844048953
507	0.2842590961
508	0.2839739086
509	0.2838506832
510	0.2837577037
511	0.2833554649
512	0.2830422507
513	0.2827110961
514	0.2824895496
515	0.2823698197
516	0.2821105454
517	0.2816927063
518	0.2815166578
519	0.2813521422
520	0.2812759233
521	0.2810448401
522	0.2807999129
523	0.2804091383
524	0.2800491867
525	0.2798750791
526	0.2797047816
527	0.2793634718
528	0.2791918271
529	0.278901161
530	0.2786824121
531	0.2784337895
532	0.278013258
533	0.2777182432
534	0.2772906835
535	0.2771765385
536	0.2768225028
537	0.2765684402
538	0.2761397261
539	0.2759595825
540	0.275815001
541	0.2757260657
542	0.2754546812
543	0.2751775237
544	0.2749125427
545	0.2746916401
546	0.2745806304
547	0.2742841134
548	0.2741264793
549	0.2740310631
550	0.273877283
551	0.2736311915
552	0.2733550306
553	0.2731995309
554	0.273014165
555	0.2726362695
556	0.2724550408
557	0.2722549801
558	0.2722301386
559	0.271902966
560	0.271702031
561	0.2716610017
562	0.2712309614
563	0.2709957077
564	0.2707920191
565	0.270615125
566	0.2703961984
567	0.2702127668
568	0.2698183777
569	0.2696330068
570	0.2694617178
571	0.2690463167
572	0.2688370251
573	0.2685156812
574	0.2682464917
575	0.2680858136
576	0.2676994716
577	0.2674648585
578	0.2671486178
579	0.2669032336
580	0.26675709
581	0.2665070691
582	0.2663430347
583	0.2662254376
584	0.2659726792
585	0.2657317699
586	0.2655279082
587	0.265246405
588	0.2651338934
589	0.2649853323
590	0.2648650897
591	0.2646155706
592	0.2642446475
593	0.2640450034
594	0.263900259
595	0.2635186786
596	0.2633641654
597	0.2629988365
598	0.2628140785
599	0.2626804122
600	0.2625357628
601	0.2622518519
602	0.2619586066
603	0.2616825529
604	0.2614812134
605	0.2610931434
606	0.2609157578
607	0.2606199957
608	0.2602237749
609	0.2600965829
610	0.2597389315
611	0.2596102486
612	0.2593188872
613	0.2589847955
614	0.2587488627
615	0.2584857557
616	0.2583002412
617	0.2582462031
618	0.2580757161
619	0.2576264261
620	0.2575516152
621	0.2572380282
622	0.2569545846
623	0.2565707307
624	0.2564207828
625	0.2561484494
626	0.2557831353
627	0.2554518312
628	0.25503351
629	0.2549097116
630	0.2546500025
631	0.2545489301
632	0.2544828948
633	0.2543264339
634	0.2540623054
635	0.2537601103
636	0.253516255
637	0.253344588
638	0.2532284381
639	0.2529107505
640	0.2527026853
641	0.2524271632
642	0.2522501261
643	0.2520593901
644	0.2517342901
645	0.2515643135
646	0.2512678653
647	0.2510781933
648	0.250857847
649	0.250637073
650	0.2504235495
651	0.2503214873
652	0.2499179358
653	0.2495812457
654	0.249293804
655	0.2491040306
656	0.2489696458
657	0.2486723438
658	0.2482695138
659	0.2481385808
660	0.2479054497
661	0.2476066602
662	0.247531119
663	0.2474361402
664	0.2472655765
665	0.2470357405
666	0.2468661653
667	0.24647011
668	0.2461862451
669	0.2460076149
670	0.2458813192
671	0.2456054321
672	0.2455378217
673	0.2454341025
674	0.2451105605
675	0.2448555952
676	0.2447197255
677	0.2444590116
678	0.2442881849
679	0.2440430532
680	0.2437060094
681	0.243513042
682	0.2432375996
683	0.2430492076
684	0.2429156982
685	0.2427211338
686	0.2426539049
687	0.2424022603
688	0.2421882951
689	0.2420917393
690	0.2419337506
691	0.2414379744
692	0.2412301514
693	0.2410006931
694	0.2408313359
695	0.2406541623
696	0.2405034708
697	0.2403031372
698	0.2401458503
699	0.2397822906
700	0.2396198897
701	0.2394296038
702	0.2392839723
703	0.2390846907
704	0.2389538161
705	0.2388043779
706	0.238703739
707	0.2385014524
708	0.2383732413
709	0.2381812089
710	0.237788568
711	0.2374978625
712	0.2372521593
713	0.237138686
714	0.2369728812
715	0.2366942443
716	0.2365643575
717	0.2364115437
718	0.2363511945
719	0.2361933536
720	0.2357390495
721	0.2355724746
722	0.2353468275
723	0.2352354334
724	0.2351227619
725	0.2349220353
726	0.2347380203
727	0.2346139469
728	0.234417888
729	0.2339460839
730	0.2338101741
731	0.2336121453
732	0.2332837616
733	0.2330485429
734	0.2329224654
735	0.2327843838
736	0.2326649221
737	0.2323943497
738	0.232241151
739	0.2320817019
740	0.2318767122
741	0.2317634855
742	0.2315382157
743	0.2313323145
744	0.2309503762
745	0.2308067114
746	0.2306350323
747	0.2305165926
748	0.2301640606
749	0.2301049609
750	0.2299444311
751	0.2297899105
752	0.2296278798
753	0.2292668036
754	0.228839638
755	0.2286120113
756	0.2284582424
757	0.2281007677
758	0.2278077862
759	0.227399208
760	0.2271917927
761	0.2271052458
762	0.226925151
763	0.2266928719
764	0.2264997179
765	0.2262319551
766	0.2260361897
767	0.2259215834
768	0.2258354713
769	0.2256679384
770	0.2255586402
771	0.2254595103
772	0.2250434484
773	0.2248893933
774	0.2247215364
775	0.2245503478
776	0.2243981423
777	0.2243186768
778	0.2240958841
779	0.2238495031
780	0.2236398042
781	0.223516601
782	0.2233463349
783	0.2231482772
784	0.2229206239
785	0.2227644605
786	0.2226765867
787	0.2225289246
788	0.2224089799
789	0.2221893238
790	0.2218589933
791	0.2216093438
792	0.2213886539
793	0.2212476486
794	0.2211840473
795	0.2210888101
796	0.2209883872
797	0.2205622654
798	0.220386348
799	0.2202214743
800	0.2199346917
801	0.2198294347
802	0.2196775532
803	0.2195838635
804	0.2194984497
805	0.2193175574
806	0.219113015
807	0.2189209592
808	0.2187156402
809	0.2184245348
810	0.2183472184
811	0.2181905156
812	0.2180551088
813	0.2179005406
814	0.2174386757
815	0.2173374616
816	0.216870246
817	0.2166695825
818	0.2163452147
819	0.2161552185
820	0.2159322236
821	0.2156176812
822	0.2154390624
823	0.2153174929
824	0.2152327634
825	0.2151000568
826	0.2147252155
827	0.2146247845
828	0.2144852214
829	0.2143069504
830	0.2139236335
831	0.2137836622
832	0.2135868278
833	0.2134773065
834	0.2130814183
835	0.2129192027
836	0.2127606957
837	0.2126062408
838	0.2124769508
839	0.212393336
840	0.2122557906
841	0.2120941114
842	0.211906076
843	0.2118457109
844	0.2117559926
845	0.211532942
846	0.2114410718
847	0.2113350624
848	0.2112069419
849	0.2110236994
850	0.2110167582
851	0.2109651421
852	0.2108744076
853	0.2108184596
854	0.2107612815
855	0.2106486695
856	0.2105144699
857	0.2102095702
858	0.2098858789
859	0.2097788534
860	0.2096239317
861	0.209564819
862	0.2094267207
863	0.2091457363
864	0.2090413955
865	0.2089257091
866	0.2088480689
867	0.2086647709
868	0.2085430759
869	0.2082387834
870	0.2080975071
871	0.2080085307
872	0.2078880643
873	0.2074966421
874	0.2073396512
875	0.2070913958
876	0.2070172384
877	0.2069078165
878	0.2068486318
879	0.2064976727
880	0.2062967292
881	0.206180117
882	0.2059619804
883	0.205648627
884	0.2056086105
885	0.2052331632
886	0.2050250035
887	0.204958446
888	0.2048879744
889	0.2047509487
890	0.204501863
891	0.2044498335
892	0.2042399377
893	0.2039160816
894	0.2037492461
895	0.2036103382
896	0.2035752303
897	0.2033733766
898	0.2031859017
899	0.2029450586
900	0.202784129
901	0.2024554529
902	0.2022106673
903	0.2019981039
904	0.201849006
905	0.2016164504
906	0.2014437421
907	0.2014210562
908	0.2011246407
909	0.2008478709
910	0.200768774
911	0.2006580964
912	0.2004167033
913	0.2003346988
914	0.2001961534
915	0.1999060285
916	0.1995855285
917	0.1995415497
918	0.1992839859
919	0.1992597977
920	0.1989557379
921	0.1989237317
922	0.1987264606
923	0.1986528574
924	0.1983826332
925	0.1982839958
926	0.198191841
927	0.1980162535
928	0.1978747507
929	0.1975901097
930	0.1975057602
931	0.1972865534
932	0.1970507554
933	0.1968008262
934	0.1966782138
935	0.1964331233
936	0.196087765
937	0.1957918163
938	0.1954570402
939	0.1952723441
940	0.1949797776
941	0.1947091382
942	0.1946402616
943	0.1945255708
944	0.194208423
945	0.1939165522
946	0.1938053544
947	0.1936046844
948	0.193341545
949	0.1931231138
950	0.1928442019
951	0.1926359317
952	0.1924008867
953	0.192163579
954	0.1919473084
955	0.1917064941
956	0.1914446708
957	0.1911456757
958	0.1910637935
959	0.1909981428
960	0.1908726502
961	0.1905869
962	0.1903856621
963	0.1903596292
964	0.1901522829
965	0.1900656133
966	0.1899059445
967	0.1895871405
968	0.1893393124
969	0.1891799748
970	0.1890418719
971	0.1886870681
972	0.1885950052
973	0.188411688
974	0.1880598704
975	0.1877411106
976	0.1875274904
977	0.1871679033
978	0.1870217769
979	0.1866964581
980	0.1865496292
981	0.1862628184
982	0.185891445
983	0.185754527
984	0.1856150252
985	0.1855325441
986	0.1853933472
987	0.185175676
988	0.1849231339
989	0.184807396
990	0.1847274574
991	0.1844555495
992	0.1842982695
993	0.1841687904
994	0.183916154
995	0.1837308119
996	0.1835701072
997	0.1833967494
998	0.1831931631
999	0.1829111282
